Slice Item ;Raw material Item ;;Qté;Qté Unit ;Unit ;;Site 59;;;;;;
M400555;M202051;BOM_M505165-01;8.7975000000000000;100.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M400555;M202050;BOM_M505167-01;2.8659000000000000;100.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500131;C108140;BOM-M500131-01;0.0500000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500132;M200002;BOM-M500132-01;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500132;BW00376;BOM_M200002_01;27.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500133;M200004;BOM-M500133-01;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500133;BW00376;BOM_M200004_01;24.1450000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500134;M200008;BOM-M500134-01;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500134;BW00375;BOM_M200008_01;17.7950000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500272;M200002;BOM_M500272_01;0.1300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500272;BW00376;BOM_M200002_01;27.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500273;M200004;BOM_M500273_01;0.1300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500273;BW00376;BOM_M200004_01;24.1450000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500274;M200008;BOM_M500274_01;0.2600000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500274;BW00375;BOM_M200008_01;17.7950000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500275;C108140;BOM_M500275_01;0.5200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500276;C108140;BOM_M500276_01;0.0900000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500277;C108140;BOM_M500277_01;0.5200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500278;C108140;BOM_M500278_01;0.1700000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M500300;M200042;BOM_M500300-01;0.1000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500300;BW00227;BOM_M200042-02;26.5300000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500301;M200042;BOM_M500301-02;0.9000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500301;M200042;BOM_M500300-01;0.1000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500301;BW00227;BOM_M200042-02;26.5300000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500301;BW00227;BOM_M200042-02;26.5300000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500302;M200042;BOM_M500302-01;0.1000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500302;BW00227;BOM_M200042-02;26.5300000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500303;M200042;BOM_M500303-02;0.9000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500303;M200042;BOM_M500302-01;0.1000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500303;BW00227;BOM_M200042-02;26.5300000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500303;BW00227;BOM_M200042-02;26.5300000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M500304;M200033;BOM_M500304-01;0.5000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500304;BW00228;BOM_M2000133-08;10.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500305;M200035;BOM_M500305-01;0.5000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500305;BW00228;BOM-M200035-08;11.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500306;M200035;BOM_M500306-02;0.5000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500306;C107478;BOM_M200036-06 BLOC  C107478;0.4567000000000000;1.0000000000000000;in;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500306;BW00228;BOM-M200035-08;11.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500307;M200035;BOM_M500307-04;0.0238000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500307;C107478;BOM_M200036-06 BLOC  C107478;0.4567000000000000;1.0000000000000000;in;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500307;BW00049;BOM_M200034-05;11.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500307;BW00049;BOM_M200034-05;11.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500307;BW00228;BOM-M200035-08;11.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500307;BW00228;BOM-M200035-08;11.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500308;M200035;BOM_M500308-04;0.0250000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500308;C107478;BOM_M200036-06 BLOC  C107478;0.4567000000000000;1.0000000000000000;in;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500308;BW00049;BOM_M200034-05;11.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500308;BW00049;BOM_M200034-05;11.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500308;BW00228;BOM-M200035-08;11.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500308;BW00228;BOM-M200035-08;11.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500309;M200182;BOM_M500309-02;0.0238000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500309;BW00049;BOM_M200031-04;6.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500309;BW00228;BOM_M200182-02;6.9200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500310;M200181;BOM_M500310-03;1.0000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;Cov Int;;
M500310;BW00306;BOM_M200039-03;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;Cov Int;;
M500310;BW00185;BOM_M200038_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;Cov Int;;
M500310;BW00353;BOM_M200181_CR85_2;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;Cov Int;;
M500311;M200183;BOM_M500311-04;0.4000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500311;BW00306;BOM_M200039-03;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500311;BW00306;BOM_M200039-03;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500311;BW00185;BOM_M200038_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500311;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500312;M200032;BOM_M500312-01;0.1666000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500312;BW00065;BOM_M200032_CR85;9.4200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500312;BW00065;BOM_M200032_CR85;9.4200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500313;M200041;BOM_M500313-02;0.2500000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500313;BW00065;BOM_M200184-01;17.9200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500313;BW00065;BOM_M200041_CR85;17.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500313;BW00065;BOM_M200041_CR85;17.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500314;M200183;BOM_M500314-03;0.2500000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500314;BW00320;BOM_M200037-04;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500314;BW00320;BOM_M200037-04;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500314;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500315;M200183;BOM_M500315-04;0.2500000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500315;BW00320;BOM_M200037-04;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500315;BW00320;BOM_M200037-04;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500315;BW00320;BOM_M200037-04;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500315;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500316;M200040;BOM_M500316-01;0.2500000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500316;BW00065;BOM_M200040-01;17.2000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500317;M200181;BOM_M500317-03;1.0000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500317;BW00306;BOM_M200039-03;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500317;BW00320;BOM_M200037-04;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500317;BW00353;BOM_M200181_CR85_2;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500318;M200032;BOM_M500318-02;0.1666000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500318;BW00065;BOM_M200032_CR85;9.4200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500318;BW00065;BOM_M200032_CR85;9.4200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500319;M200041;BOM_M500319-02;0.2500000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500319;BW00065;BOM_M200184-01;17.9200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500319;BW00065;BOM_M200041_CR85;17.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500319;BW00065;BOM_M200041_CR85;17.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500320;M200183;BOM_M500320-03;0.2500000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500320;BW00320;BOM_M200037-04;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500320;BW00320;BOM_M200037-04;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500320;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500321;M200183;BOM_M500321-03;0.2500000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500321;BW00320;BOM_M200037-04;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500321;BW00320;BOM_M200037-04;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500321;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500322;M200040;BOM_M500322-01;0.2500000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500322;BW00065;BOM_M200040-01;17.2000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500323;M200181;BOM_M500323-02;1.0000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500323;BW00306;BOM_M200039-03;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500323;BW00353;BOM_M200181_CR85_2;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500324;M200042;BOM_M500324-02;0.5000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500324;BW00227;BOM_M200042-02;26.5300000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500325;M200183;BOM_M500325-03;0.4000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500325;BW00306;BOM_M200039-03;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500325;BW00306;BOM_M200039-03;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500325;BW00185;BOM_M200038_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500325;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500326;M200183;BOM_M500326-03;0.4000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500326;BW00306;BOM_M200039-03;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500326;BW00185;BOM_M200038_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500326;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500327;M200033;BOM_M500326-01;0.5000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500327;BW00228;BOM_M2000133-08;10.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500328;M200189;BOM_M500328-03;0.2500000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500328;BW00306;BOM_M200039-03;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500328;BW00320;BOM_M200037-04;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500328;BW00228;BOM_M200189-02;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500328;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500329;M200188;BOM_M500329-02;0.1000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500329;BW00320;BOM_M200037-04;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500329;BW00065;BOM_M200188-01;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500330;M200181;BOM_M500330-02;0.1666000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500330;BW00320;BOM_M200037-04;15.6000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500330;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500330;BW00353;BOM_M200181_CR85_2;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500332;M200183;BOM_M500332-02;0.0200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500332;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500332;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500334;M200183;BOM_M500334-02;0.0100000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500334;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500334;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500335;M200183;BOM_M500335-02;0.0100000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500335;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500335;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500336;M200183;BOM_M500336-02;0.0200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500336;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500336;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500337;M200183;BOM_M500336-02;0.0200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500337;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500337;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500338;M200183;BOM_M500338-02;0.0200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500338;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500338;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500339;M200183;BOM_M500339-02;0.0200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500339;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500339;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500340;M200183;BOM_M500340-02;0.0200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500340;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500340;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500341;M200183;BOM_M500341-02;0.0200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500341;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500341;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500342;M200183;BOM_M500342-01;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500342;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500343;M200183;BOM_M500343-01;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500343;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500344;M200183;BOM_M500344-01;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500344;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500345;M200183;BOM_M500345-01;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500345;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500346;M200183;BOM_M500346-02;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500346;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500346;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500347;M200183;BOM_M500347-02;0.0300000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500347;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500347;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500348;M200183;BOM_M500348-02;0.0200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500348;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500348;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500349;M200183;BOM_M500349-02;0.0200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500349;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500349;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500350;M200185;BOM_M500350-01;1.0000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500350;BW00353;BOM_M200185-01;42.1300000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500351;M200186;BOM_M500351-01;0.0833000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500351;BW00353;BOM_M200186-01;27.1300000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500352;M200350;BOM_M500352-01;0.5000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500352;BW00360;BOM_M200350;14.3000000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500353;M200183;BOM_M500353-02;0.0200000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500353;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M500353;BW00354;BOM_M200183_CR85;15.3200000000000000;1.0000000000000000;mm;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
